_id,restaurante_id,cardapio_id,nome,descricao,categoria,preco,fotos[0],ingredientes[0],ingredientes[1],ingredientes[2],ingredientes[3],ingredientes[4],ingredientes[5],ingredientes[6],ingredientes[7],informacoes_nutricionais.calorias,informacoes_nutricionais.proteinas,informacoes_nutricionais.carboidratos,informacoes_nutricionais.gorduras,opcoes_dieteticas[0],opcoes_dieteticas[1],destaque,promocao.ativo,promocao.preco_promocional,promocao.validade,disponivel,tempo_preparo,avaliacao_media,total_avaliacoes,data_criacao,ultima_atualizacao,alergenos[0],alergenos[1],alergenos[2]
683d8d05c709d34c0311e527,683d8d05c709d34c0311e47b,683d8d05c709d34c0311e4ad,Small Cotton Shoes,Antiquus terreo deleniti nam patrocinor cinis cumque adipiscor bardus molestiae. Balbus velociter ver adipisci sint vomer abbas ancilla. Voluptatibus suffoco victoria.,Entrada,28.627361996709613,https://loremflickr.com/1349/2904/food?lock=7420052077379849,theologus,tremo,arma,cito,depereo,coepi,,,835,40,53,14,vegano,sem glúten,true,false,31.748629131054056,2025-09-16T02:37:36.645Z,true,5,3.5066874129646015,239,2024-01-02T08:13:28.299Z,2025-05-28T01:25:37.494Z,,,
683d8d05c709d34c0311e528,683d8d05c709d34c0311e47b,683d8d05c709d34c0311e4ad,Rustic Metal Computer,Paens vis aureus admoneo. Paens acidus caries. Venustas sumptus adipiscor.,Acompanhamento,96.6353292814983,https://loremflickr.com/1976/330/food?lock=5969833847356721,atrocitas,statim,defaeco,decens,nihil,alveus,tamen,auditor,351,42,45,40,vegano,vegetariano,false,false,20.016322746907747,2025-11-05T05:38:32.604Z,true,13,3.8034660671306044,65,2025-03-27T08:25:37.751Z,2025-04-30T18:31:12.121Z,,,
683d8d05c709d34c0311e531,683d8d05c709d34c0311e47b,683d8d05c709d34c0311e4ad,Small Silk Soap,Apud debeo impedit sonitus utrimque cernuus careo aeger debilito. Alii volup caste vulnus tenus approbo spargo amplitudo voluntarius strues. Casso tempora quo temeritas.,Acompanhamento,43.07952557961195,https://loremflickr.com/3800/2490/food?lock=3928980650678541,crustulum,acceptus,absum,ea,distinctio,vox,celer,eius,441,14,105,8,vegetariano,vegano,false,false,30.086133163275598,2025-07-07T09:44:16.990Z,true,15,4.773544635378572,291,2024-06-14T07:24:18.541Z,2025-03-11T02:38:21.438Z,lactose,frutos do mar,
683d8d05c709d34c0311e538,683d8d05c709d34c0311e47c,683d8d05c709d34c0311e4ae,Licensed Gold Salad,Arto comitatus tardus degero crustulum averto vitium viriliter. Thermae supplanto claro trepide. Deporto decens triduana damno quis labore.,Prato Principal,91.73719166295601,https://loremflickr.com/3863/2292/food?lock=5465887777477203,sophismata,acies,assentator,vos,,,,,699,26,58,57,sem glúten,,false,false,75.30270581683135,2025-10-19T15:54:23.918Z,true,33,2.369730406967215,173,2024-11-29T11:21:20.619Z,2025-02-22T02:53:11.433Z,frutos do mar,,
683d8d05c709d34c0311e53a,683d8d05c709d34c0311e47c,683d8d05c709d34c0311e4ae,Soft Ceramic Bike,Sumptus illo conscendo curso. Decet terebro cupiditas civitas creber. Currus terreo modi tam cognomen altus talis curvo baiulus.,Entrada,86.19890328429437,https://loremflickr.com/1844/3610/food?lock=6843785682480743,suppellex,abundans,accusantium,error,somnus,creptio,cultura,cur,489,13,93,6,vegetariano,sem glúten,false,false,65.06858458318334,2025-10-07T02:27:37.414Z,true,16,4.063570370466721,8,2024-09-26T21:24:02.609Z,2025-02-20T09:28:52.901Z,amendoim,,
683d8d05c709d34c0311e53d,683d8d05c709d34c0311e47c,683d8d05c709d34c0311e4ae,Generic Wooden Hat,Tum titulus vos bardus. Unde contra termes adicio. Claro suscipit cetera sum.,Prato Principal,119.69721177033594,https://loremflickr.com/1129/3818/food?lock=1174618053098281,cometes,pel,solium,saepe,vis,vero,tero,tubineus,388,6,127,26,vegetariano,,true,false,29.321303439451935,2025-09-17T00:10:19.497Z,true,30,3.0534322881571176,10,2025-02-16T15:28:37.404Z,2025-02-14T17:28:54.184Z,ovos,glúten,
683d8d05c709d34c0311e546,683d8d05c709d34c0311e47d,683d8d05c709d34c0311e4af,Soft Steel Chips,Porro quas vigor abundans versus aequus. Talio qui teres urbs demens acies usque. Vinum laudantium officiis.,Prato Principal,27.35493358421253,https://loremflickr.com/1710/3419/food?lock=3310928443345105,denuncio,accendo,cognomen,tabernus,quibusdam,,,,284,23,132,79,,,false,false,50.9136147917362,2025-07-27T15:12:48.290Z,true,10,2.7991842871363595,108,2023-11-06T06:56:05.385Z,2025-03-14T01:14:16.577Z,,,
683d8d05c709d34c0311e548,683d8d05c709d34c0311e47d,683d8d05c709d34c0311e4af,Frozen Ceramic Tuna,Decumbo aegre territo quasi rem. Alii sol sophismata caute asporto venio cura calcar. Atavus caterva quasi tergum eveniet tondeo corporis deprecator deporto adulescens.,Sobremesa,15.430265684850248,https://loremflickr.com/2790/1864/food?lock=4074260367251801,terminatio,aeternus,vigor,ustulo,denego,valde,vix,trepide,983,25,19,39,,,false,false,14.789834420502089,2025-07-03T14:10:10.833Z,true,16,2.358532836277286,66,2024-10-16T20:16:20.141Z,2025-03-21T23:41:19.208Z,ovos,glúten,
683d8d05c709d34c0311e54b,683d8d05c709d34c0311e47d,683d8d05c709d34c0311e4af,Handcrafted Rubber Mouse,Error audio amiculum. Damno facere tripudio cariosus torqueo supplanto ara umbra. Subiungo vulnus delicate curso autus utpote adaugeo architecto eaque temeritas.,Entrada,58.42097044306118,https://loremflickr.com/3311/974/food?lock=7026771673318445,coniuratio,communis,cilicium,,,,,,724,33,55,14,,,false,false,80.64686687437249,2025-08-16T06:09:52.425Z,true,45,4.602284391405952,254,2024-08-20T04:12:11.423Z,2025-03-18T20:31:39.225Z,,,
683d8d05c709d34c0311e550,683d8d05c709d34c0311e47d,683d8d05c709d34c0311e4af,Sleek Aluminum Bike,Cui thymum tantillus adhaero terebro nulla benevolentia demens claro. Defungo abbas vicissitudo benigne voluptas degenero vigor tyrannus suasoria. Vilitas illum ulterius coniuratio cicuta audax agnosco.,Bebida,131.6785474495187,https://loremflickr.com/1996/2259/food?lock=1332118194746866,colligo,defessus,usque,,,,,,969,53,18,77,vegano,,false,false,101.55242626946256,2025-06-27T17:32:10.179Z,true,41,3.964647521623271,3,2024-07-21T12:51:21.355Z,2025-03-08T07:59:35.757Z,lactose,,
683d8d05c709d34c0311e554,683d8d05c709d34c0311e47d,683d8d05c709d34c0311e4af,Frozen Ceramic Shoes,Basium thymbra aestus allatus suasoria spes ambulo depereo tendo tollo. Quo vel supra calamitas vis sapiente. Via catena unus torrens iste.,Acompanhamento,123.65642951582916,https://loremflickr.com/1167/2912/food?lock=6478943594107225,quidem,sonitus,vulticulus,addo,ventito,repudiandae,agnosco,despecto,630,68,117,13,,,false,false,34.759721449271105,2025-08-14T07:31:03.142Z,true,7,2.9923844545480085,240,2023-10-24T03:36:04.594Z,2025-04-22T22:03:47.220Z,soja,glúten,amendoim
683d8d05c709d34c0311e55b,683d8d05c709d34c0311e47e,683d8d05c709d34c0311e4b0,Fantastic Bronze Bike,Strenuus voluptates villa tergeo crinis thorax. Asper causa turbo spiritus repellendus voluntarius concedo. Adsidue aspernatur desidero turbo vallum utilis spoliatio laudantium surculus.,Acompanhamento,124.92364195552483,https://loremflickr.com/3553/153/food?lock=6837347240313759,officiis,cunabula,debilito,,,,,,1061,23,48,82,vegano,vegetariano,true,false,35.29833071197513,2025-10-07T05:09:36.762Z,true,28,2.25876402019105,7,2025-05-08T01:00:32.206Z,2025-04-27T22:19:16.947Z,soja,amendoim,lactose
683d8d05c709d34c0311e560,683d8d05c709d34c0311e47e,683d8d05c709d34c0311e4b0,Luxurious Metal Bacon,Uberrime tabernus supplanto mollitia supplanto venustas subiungo basium veritatis contego. Thema veniam antiquus ater sulum vicissitudo utroque. Ustulo amicitia nesciunt.,Prato Principal,33.256303613377725,https://loremflickr.com/1312/1940/food?lock=8295391445467533,debeo,advenio,vigilo,commodo,stella,officia,paens,vester,1147,11,112,62,vegetariano,vegano,false,true,52.41762027189483,2025-10-23T21:10:20.514Z,true,36,3.4740377755679814,80,2024-12-24T00:46:44.305Z,2025-04-07T19:18:38.469Z,glúten,ovos,
683d8d05c709d34c0311e561,683d8d05c709d34c0311e47e,683d8d05c709d34c0311e4b0,Sleek Cotton Hat,Vestigium architecto utpote argentum advoco colo defero supra vesica. Suppono turba tremo. Cui capto utpote ait aperio.,Acompanhamento,39.29956428975451,https://loremflickr.com/3642/49/food?lock=6844600854756407,eius,cum,consuasor,dens,laboriosam,desparatus,corpus,vesica,206,57,42,22,vegano,vegetariano,false,false,75.86189506925815,2025-09-24T05:42:31.859Z,true,40,3.1061276116175067,265,2024-10-03T19:36:08.278Z,2025-03-03T20:36:04.561Z,ovos,lactose,
683d8d05c709d34c0311e565,683d8d05c709d34c0311e47e,683d8d05c709d34c0311e4b0,Electronic Metal Salad,Denuncio theatrum infit cruciamentum. Annus curia soleo dedecor territo custodia bardus. Animi verbum auxilium ater.,Acompanhamento,9.18740727804556,https://loremflickr.com/394/35/food?lock=4841596715421096,virtus,abscido,virgo,solvo,urbanus,conor,termes,,468,37,135,84,vegano,sem glúten,false,false,27.91076725053303,2025-06-16T16:55:02.985Z,true,27,3.9713657287799897,168,2025-05-06T02:35:46.325Z,2025-03-26T20:11:40.256Z,,,
683d8d05c709d34c0311e567,683d8d05c709d34c0311e47e,683d8d05c709d34c0311e4b0,Handmade Granite Pizza,Bardus stella defluo claudeo tertius absens ab tactus. Caute provident tabesco adduco uxor demitto adulescens abbas quibusdam stipes. Amiculum usitas crebro theca earum strenuus.,Prato Principal,59.35348700916762,https://loremflickr.com/1154/1323/food?lock=2483326850039117,constans,desipio,decimus,,,,,,1190,35,30,78,vegetariano,vegano,true,true,58.689440156467505,2025-07-11T19:20:41.259Z,true,24,4.042902531411864,186,2024-09-01T23:42:19.052Z,2025-03-25T07:44:56.759Z,frutos do mar,,
683d8d05c709d34c0311e572,683d8d05c709d34c0311e47f,683d8d05c709d34c0311e4b1,Small Granite Chair,Canonicus acquiro corrupti utor virga illum centum tenax. Viridis ipsum vero volo trans ara non aurum ars. Votum avarus coerceo audio mollitia cubicularis ambitus.,Acompanhamento,19.01027856574901,https://loremflickr.com/2037/1611/food?lock=4285786418775895,facilis,trucido,tantillus,truculenter,confero,ventus,,,626,61,71,81,vegetariano,vegano,true,false,70.65394767137634,2025-09-15T10:49:12.593Z,true,42,2.2849562361017637,123,2025-03-19T04:35:13.049Z,2025-02-09T00:02:06.624Z,amendoim,ovos,lactose
683d8d05c709d34c0311e576,683d8d05c709d34c0311e47f,683d8d05c709d34c0311e4b1,Elegant Metal Chips,Amplitudo ambitus autem clementia vigilo. Aestivus aqua socius vitiosus creo demulceo. Curatio curo cavus strenuus impedit tremo.,Acompanhamento,72.62799849423637,https://loremflickr.com/1234/3909/food?lock=8522547198770779,sto,tardus,maxime,conspergo,,,,,894,57,43,60,sem glúten,vegano,false,false,14.734309528754892,2025-06-10T17:47:09.850Z,true,24,2.5462203486063486,100,2024-01-19T06:36:36.989Z,2025-02-26T20:08:53.439Z,lactose,glúten,
683d8d05c709d34c0311e577,683d8d05c709d34c0311e47f,683d8d05c709d34c0311e4b1,Gorgeous Cotton Shirt,Aegre atrox compello adipiscor contra denego circumvenio pauper. Templum tunc voro culpa curatio volo collum claustrum adsuesco aspicio. Totidem veniam in comprehendo succedo verecundia ea.,Bebida,31.279613901087586,https://loremflickr.com/195/27/food?lock=4968124236298213,hic,valde,temptatio,ocer,accusantium,denuncio,callide,animus,579,39,18,32,,,true,false,40.501182690597794,2025-11-20T20:39:05.322Z,true,43,3.485402504496729,169,2024-08-04T21:33:20.419Z,2025-03-02T08:03:01.370Z,,,
683d8d05c709d34c0311e578,683d8d05c709d34c0311e47f,683d8d05c709d34c0311e4b1,Fantastic Rubber Shirt,Venia tertius thesaurus crux laborum vester contego tempora cinis caelum. Copia adiuvo pel. Solvo turba tamquam deprimo arbustum.,Prato Principal,131.88176874808067,https://loremflickr.com/2653/2403/food?lock=4875492179125106,tabella,combibo,centum,similique,vestigium,truculenter,depereo,decerno,226,8,123,33,vegetariano,,true,false,80.64866017013506,2025-06-07T22:23:15.306Z,true,32,3.811871762666777,250,2025-05-02T19:06:42.849Z,2025-03-28T00:26:50.430Z,soja,frutos do mar,ovos
683d8d05c709d34c0311e580,683d8d05c709d34c0311e47f,683d8d05c709d34c0311e4b1,Soft Plastic Fish,Contra ter tantum. Aurum suggero agnosco abutor appono. Totus cunabula quis.,Entrada,67.68059559328145,https://loremflickr.com/1912/556/food?lock=5133510823607959,libero,aestivus,temporibus,voluptas,tripudio,,,,132,30,28,62,vegano,sem glúten,false,false,59.36561120841552,2025-07-12T04:52:37.533Z,true,22,4.215683311034812,33,2025-04-02T12:13:16.504Z,2025-04-16T05:18:51.613Z,soja,ovos,
683d8d05c709d34c0311e58b,683d8d05c709d34c0311e480,683d8d05c709d34c0311e4b2,Sleek Granite Soap,Facere curatio corona. Cicuta averto adiuvo tubineus canis debeo. Depopulo conitor ventosus crux aufero trado conqueror curtus beatus sursum.,Bebida,76.49603880467029,https://loremflickr.com/110/3366/food?lock=1172278448470187,aggero,absque,bis,ait,,,,,765,23,146,63,sem glúten,vegetariano,false,false,30.254503508607364,2025-11-29T13:12:10.320Z,true,43,2.5747454974759214,293,2025-03-21T19:20:01.201Z,2025-02-20T17:19:14.782Z,frutos do mar,,
683d8d05c709d34c0311e592,683d8d05c709d34c0311e480,683d8d05c709d34c0311e4b2,Sleek Concrete Pizza,Apostolus sursum nesciunt nisi. Tutis apparatus cribro velit harum vis pecus tempora debitis. Sollicito placeat perferendis eaque ratione vindico quisquam nobis venia alioqui.,Bebida,9.78310850376842,https://loremflickr.com/573/3558/food?lock=295260048538221,commemoro,uterque,statim,acervus,ars,depulso,vis,,589,31,137,73,vegano,sem glúten,false,false,39.07449891797554,2025-10-09T22:51:21.082Z,true,25,3.605527419157813,82,2025-03-26T11:44:30.746Z,2025-02-24T07:32:54.774Z,lactose,,
683d8d05c709d34c0311e597,683d8d05c709d34c0311e481,683d8d05c709d34c0311e4b3,Ergonomic Aluminum Soap,Possimus tabella defendo capillus viridis crinis acquiro corporis. Caute tabesco bonus articulus caput virgo illo nemo vestigium. Turba urbs cattus coaegresco temporibus tandem atrox facere.,Entrada,147.6064468445522,https://loremflickr.com/186/1377/food?lock=2452584694959485,curis,trucido,vulgus,caritas,vae,caries,tempus,aranea,1104,21,65,37,,,true,false,38.64611769565848,2025-06-27T22:13:11.440Z,true,8,4.183337491780808,125,2024-02-28T21:15:49.824Z,2025-02-20T15:37:37.270Z,,,
683d8d05c709d34c0311e59a,683d8d05c709d34c0311e481,683d8d05c709d34c0311e4b3,Intelligent Silk Keyboard,Beatae sordeo claro vestrum ustulo cerno numquam auctor tempore tamisium. Eligendi accommodo tracto patria cado exercitationem urbs credo videlicet studio. Addo ullam confero beneficium ter cohors demonstro cibus asper.,Entrada,54.207806467941346,https://loremflickr.com/1793/3025/food?lock=2484663628354374,tertius,statim,ara,coaegresco,curso,arto,ceno,,1104,24,65,76,sem glúten,,false,false,95.72575500265177,2025-08-11T13:42:37.041Z,true,33,3.6072134680470818,168,2024-06-29T03:04:37.316Z,2025-04-29T15:07:49.146Z,,,
683d8d05c709d34c0311e59d,683d8d05c709d34c0311e481,683d8d05c709d34c0311e4b3,Frozen Wooden Bacon,Cariosus talio ascisco argentum. Sapiente crinis canto vulpes consequatur odit tamquam decet aqua ceno. Eaque creber sumo contra.,Entrada,134.7845882243535,https://loremflickr.com/2671/3505/food?lock=6905229043321041,conturbo,terminatio,deprecator,cognatus,tenuis,vesica,,,503,34,67,22,vegetariano,vegano,false,false,5.061086963972717,2025-09-20T06:37:35.218Z,true,32,3.917668084747571,98,2024-08-12T12:14:55.063Z,2025-03-04T10:26:25.097Z,glúten,soja,ovos
683d8d05c709d34c0311e59e,683d8d05c709d34c0311e481,683d8d05c709d34c0311e4b3,Incredible Concrete Keyboard,Cauda claro adaugeo sum porro alveus aegre adulatio ipsa tremo. Verbum deficio amitto supellex optio cresco crebro calamitas. Volubilis abbas caritas vis.,Prato Principal,131.56460542581885,https://loremflickr.com/48/800/food?lock=3519326777437980,unus,vicinus,derideo,eveniet,articulus,,,,1038,53,98,25,sem glúten,,false,false,81.50978664101589,2025-06-15T18:41:17.437Z,true,42,4.868122163764102,96,2024-06-12T09:08:22.052Z,2025-04-09T03:18:19.069Z,lactose,frutos do mar,
683d8d05c709d34c0311e5a1,683d8d05c709d34c0311e481,683d8d05c709d34c0311e4b3,Elegant Concrete Salad,Adipisci tertius vestigium ea concedo supellex aequitas coniecto. Terebro vomito vilicus voluntarius demum commemoro dedico adfectus soluta sortitus. Autus pauper audax nesciunt unus.,Sobremesa,53.93477088530073,https://loremflickr.com/1645/647/food?lock=8673043211555147,teneo,argentum,tabella,tardus,derelinquo,,,,1196,20,140,37,vegetariano,,false,false,93.86504526816574,2025-09-03T02:54:14.360Z,true,44,4.780672632829674,106,2025-04-27T05:00:08.360Z,2025-05-18T05:06:06.101Z,frutos do mar,glúten,amendoim
683d8d05c709d34c0311e5a2,683d8d05c709d34c0311e481,683d8d05c709d34c0311e4b3,Modern Plastic Fish,Minima curiositas vita terreo depopulo votum quam amo. Vomer cupressus vulgaris venio stips cogo. Ulciscor possimus veritas conscendo ut administratio suppono vigor.,Sobremesa,42.10867027639297,https://loremflickr.com/2687/3634/food?lock=8883715019382564,tot,patior,audax,,,,,,156,45,47,50,vegetariano,,false,false,37.09188821273477,2025-07-24T04:16:07.196Z,true,23,2.2266113891844923,65,2024-05-08T19:19:44.164Z,2025-04-16T18:16:43.063Z,ovos,,
683d8d05c709d34c0311e5a9,683d8d05c709d34c0311e482,683d8d05c709d34c0311e4b4,Incredible Marble Chair,Decretum cedo decens tot. Alienus damno maiores modi creo autem autus vereor. Cubicularis pecus copia cernuus deserunt.,Acompanhamento,49.97869600930917,https://loremflickr.com/3498/1513/food?lock=6743338456409033,comes,celo,utroque,,,,,,578,55,31,22,vegetariano,,false,false,84.08902331359029,2025-06-09T11:25:49.724Z,true,43,3.881962241988261,155,2024-10-23T18:45:38.345Z,2025-04-19T14:00:39.011Z,soja,amendoim,lactose
683d8d05c709d34c0311e5ab,683d8d05c709d34c0311e482,683d8d05c709d34c0311e4b4,Ergonomic Silk Cheese,Curtus deserunt tabernus textor cupressus vehemens suffoco vinitor. Tabernus umquam commodo volva. Crustulum caelestis vado.,Entrada,104.41016983873585,https://loremflickr.com/2849/1972/food?lock=2262502608614862,torrens,subiungo,demum,verumtamen,fugiat,absum,vereor,talio,800,6,63,32,,,false,false,111.11283897948587,2025-08-24T14:06:53.713Z,true,38,4.089443479781531,261,2023-10-13T13:59:14.094Z,2025-02-11T10:17:33.842Z,glúten,,
683d8d05c709d34c0311e5b0,683d8d05c709d34c0311e482,683d8d05c709d34c0311e4b4,Awesome Ceramic Car,Textor stillicidium doloribus numquam. Vesco sub assentator substantia civitas. Decipio alo desidero cubicularis artificiose atque coepi cupiditas quasi.,Prato Principal,123.68741533470565,https://loremflickr.com/174/1660/food?lock=1099280610083193,cruciamentum,vilis,maxime,animi,,,,,1086,13,110,33,,,false,false,32.44051137070936,2025-08-23T18:21:36.965Z,true,18,2.107044495428272,300,2024-04-09T03:43:22.344Z,2025-03-16T22:34:18.535Z,ovos,amendoim,lactose
683d8d05c709d34c0311e5b2,683d8d05c709d34c0311e482,683d8d05c709d34c0311e4b4,Small Granite Shirt,Commemoro cognatus audax desino urbs admoneo stultus suscipit audeo alter. Victoria officiis triduana sophismata degero asper incidunt alveus. Conitor conculco carcer.,Entrada,86.92648554698037,https://loremflickr.com/2443/1161/food?lock=2335638035291514,iure,suadeo,arcus,tui,taceo,commemoro,vomito,cura,1034,5,144,55,vegetariano,,true,false,45.72556546292566,2025-07-14T17:03:32.754Z,true,10,3.9180163424800405,6,2023-11-13T08:24:30.279Z,2025-04-12T20:46:56.699Z,,,
683d8d05c709d34c0311e5b6,683d8d05c709d34c0311e483,683d8d05c709d34c0311e4b5,Handmade Rubber Pants,Copia fugiat thesaurus tremo amplexus arcus vomito umquam cariosus. Solum volaticus tabesco cupiditate amor vel. Alius quas anser.,Bebida,141.5640211536972,https://loremflickr.com/483/2269/food?lock=5192210896398505,nobis,utpote,atrox,,,,,,450,70,114,66,vegetariano,,false,false,43.62312397964721,2025-06-16T02:19:47.412Z,true,19,2.284573911573562,92,2024-11-27T21:12:03.304Z,2025-05-04T00:12:44.882Z,,,
683d8d05c709d34c0311e5b7,683d8d05c709d34c0311e483,683d8d05c709d34c0311e4b5,Gorgeous Silk Fish,Agnosco solvo veniam caveo tredecim arca. Admitto adhaero officiis deorsum absens amet demonstro dedico depulso. Demens quas succedo defero calculus defero culpo.,Acompanhamento,26.10757561302189,https://loremflickr.com/1279/78/food?lock=2770032036712033,victoria,velum,turpis,valde,ambulo,depopulo,tredecim,,193,41,121,45,vegano,,false,false,66.90120550448593,2025-10-07T07:36:42.114Z,true,39,4.460544686309293,294,2024-10-05T16:16:29.105Z,2025-05-22T10:31:37.886Z,lactose,frutos do mar,
683d8d05c709d34c0311e5bc,683d8d05c709d34c0311e483,683d8d05c709d34c0311e4b5,Small Concrete Table,Capillus auctor vir. Speculum talis statua. Volaticus solio cerno exercitationem admoveo aeneus solium.,Prato Principal,75.31288012565557,https://loremflickr.com/2847/1015/food?lock=8090620881763302,aestus,aliqua,comis,,,,,,830,75,107,36,vegano,sem glúten,false,true,92.52210622207913,2025-07-23T12:51:05.407Z,true,42,3.403482006782442,163,2024-10-06T20:35:43.636Z,2025-04-23T21:10:33.686Z,frutos do mar,soja,
683d8d05c709d34c0311e5cd,683d8d05c709d34c0311e484,683d8d05c709d34c0311e4b6,Recycled Bamboo Ball,Cuppedia cotidie avarus texo bardus. Volaticus ocer tandem tero vitium cras. Adeo virgo ventus textor.,Prato Principal,6.17802779859665,https://loremflickr.com/554/489/food?lock=918213968028230,id,illum,arbitro,aggero,,,,,795,65,97,5,,,false,false,67.28436958256286,2025-11-07T22:27:54.278Z,true,37,3.516665245174401,186,2024-09-02T09:13:24.868Z,2025-05-13T02:50:13.183Z,ovos,amendoim,frutos do mar
683d8d05c709d34c0311e5d8,683d8d05c709d34c0311e485,683d8d05c709d34c0311e4b7,Fantastic Wooden Chips,Verbum ademptio voluptates tabula stella titulus. Admoneo agnitio peccatus verus absconditus. Utpote adsum cognomen acerbitas officia delicate curriculum defendo bis.,Prato Principal,117.32016427039977,https://loremflickr.com/1842/754/food?lock=2309423231283371,thymum,celebrer,ancilla,debeo,spiritus,,,,758,75,25,12,vegano,,false,false,49.426971992689396,2025-11-04T10:11:03.696Z,true,44,3.7136520222905163,171,2023-06-10T06:18:44.193Z,2025-03-09T02:32:59.709Z,ovos,glúten,
683d8d05c709d34c0311e5df,683d8d05c709d34c0311e485,683d8d05c709d34c0311e4b7,Bespoke Bronze Computer,Adeptio contabesco thymbra delicate. Vulgaris odio animus angulus cena delinquo. Totidem alii coerceo utor.,Sobremesa,121.02382955535202,https://loremflickr.com/1575/489/food?lock=2662923501235376,vesco,correptius,adficio,tabgo,tepidus,depono,alter,sulum,1185,23,114,42,sem glúten,vegetariano,false,false,76.37859969419632,2025-08-25T18:06:40.798Z,true,42,4.157783194877753,59,2023-07-30T19:36:40.626Z,2025-02-02T21:24:22.525Z,,,
683d8d05c709d34c0311e5e1,683d8d05c709d34c0311e485,683d8d05c709d34c0311e4b7,Unbranded Steel Shoes,Ante amor sunt ab. Eveniet ventito voluptatum tenax. Optio terreo spes demoror solum bardus adulescens adhuc.,Prato Principal,103.75049851083638,https://loremflickr.com/3975/805/food?lock=3192904694250783,subito,quod,ater,correptius,derideo,conturbo,tertius,,789,72,30,75,vegano,vegetariano,false,false,105.75421498221645,2025-11-13T03:09:19.346Z,true,14,3.8265665792469408,174,2023-12-19T16:23:56.786Z,2025-05-21T11:48:32.689Z,soja,,
683d8d05c709d34c0311e5e3,683d8d05c709d34c0311e486,683d8d05c709d34c0311e4b8,Electronic Metal Chips,Advoco allatus desolo uredo blanditiis suspendo. Temptatio peior vero crepusculum timor auctus. Adipisci suus avaritia mollitia cubicularis odit censura.,Prato Principal,16.04108348427778,https://loremflickr.com/1660/1452/food?lock=7814501833380512,perspiciatis,apud,non,conqueror,,,,,668,75,71,67,sem glúten,,true,false,100.15211138836516,2025-06-08T09:42:25.554Z,true,37,3.6590618411159204,24,2023-12-01T19:02:37.612Z,2025-05-13T22:35:31.405Z,amendoim,,
683d8d05c709d34c0311e5e8,683d8d05c709d34c0311e486,683d8d05c709d34c0311e4b8,Frozen Wooden Shirt,Tutis aranea quae. Adaugeo bene compello. Una tempora dedecor.,Prato Principal,17.77474553486113,https://loremflickr.com/3966/2890/food?lock=4164759806638921,vinum,praesentium,speciosus,nulla,eos,,,,335,65,47,16,sem glúten,,false,false,58.83129269912785,2025-06-29T00:55:31.907Z,true,19,3.2206596101867158,68,2023-12-13T23:45:25.752Z,2025-04-19T17:56:59.031Z,glúten,soja,lactose
683d8d05c709d34c0311e5ea,683d8d05c709d34c0311e486,683d8d05c709d34c0311e4b8,Recycled Rubber Car,Turpis coepi nulla sollicito antepono sublime cultura. Apostolus aranea teres vero. Ars sustineo centum tunc ventosus eius delinquo uberrime adulescens.,Entrada,43.49788142540486,https://loremflickr.com/3883/3874/food?lock=4921184102149921,tempus,usus,tantillus,verbera,absque,,,,193,80,21,35,vegetariano,vegano,false,false,22.552592101480688,2025-08-21T02:41:03.104Z,true,39,4.57235108681075,146,2024-09-14T12:46:08.604Z,2025-04-09T06:16:36.017Z,frutos do mar,,
683d8d05c709d34c0311e5f1,683d8d05c709d34c0311e486,683d8d05c709d34c0311e4b8,Refined Plastic Fish,Statim acies depono neque tredecim alii umquam. Caelestis tres dolor tutis crur infit sequi convoco. Vilitas minima debeo cometes solvo earum tertius statua.,Prato Principal,99.77253524601196,https://loremflickr.com/1927/1876/food?lock=278119697959883,spero,ascit,sed,,,,,,951,37,147,35,vegetariano,sem glúten,false,false,104.6393144153346,2025-09-18T08:06:19.727Z,true,45,2.1504963699281494,37,2024-06-17T20:26:43.777Z,2025-04-11T00:50:11.223Z,frutos do mar,ovos,soja
683d8d05c709d34c0311e5f2,683d8d05c709d34c0311e486,683d8d05c709d34c0311e4b8,Oriental Plastic Chicken,Dens libero cupiditas arto. Copiose umquam quaerat templum video aro bonus venustas. Tumultus supplanto amo.,Bebida,73.07165249046612,https://loremflickr.com/3649/1817/food?lock=6839375228036951,perferendis,deleniti,vivo,tego,eos,ventito,,,863,65,26,8,vegano,vegetariano,false,false,18.775354798290337,2025-09-12T13:53:54.927Z,false,12,4.7839125904566755,11,2024-09-01T10:26:12.017Z,2025-05-18T04:11:15.497Z,amendoim,,
683d8d05c709d34c0311e5f4,683d8d05c709d34c0311e487,683d8d05c709d34c0311e4b9,Frozen Rubber Mouse,Decretum viscus nisi avarus compello tracto vir textor varietas tenuis. Accedo illum sodalitas decor subvenio. Templum curis damnatio tergeo.,Sobremesa,46.8507022290244,https://loremflickr.com/1870/1328/food?lock=6017744099245466,cilicium,pel,adaugeo,delectatio,arx,sto,claudeo,cohors,542,28,119,9,vegetariano,sem glúten,true,false,35.33140126877521,2025-10-05T11:03:27.753Z,true,34,2.412637786937955,230,2023-11-02T14:45:02.274Z,2025-04-18T08:31:00.412Z,,,
